CENTRE_CODE;CENTRE_NAME;SHORT_DESCRIPTION;DESCRIPTION;OWNERSHIP;OWNER;COMPLETE_ADDRESS;CP_DIRECTION;MUNICIPALITY_CODE;MUNICIPALITY_NAME;DISTRICT_CODE;DISTRICT_NAME;TELEPHONE_CONTACT;WEB_CONTACT;EMAIL_CONTACT;LATITUD;LONGITUD
28025129;ALTO JARAMA;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE CAJA AHORROS Y MONTE DE PIEDAD, 13, 28180;28180;151;Torrelaguna;NaN;NaN;918485654;http://www.educa.madrid.org/ies.altojarama.torrelaguna;ies.altojarama.torrelaguna@educa.madrid.org;40,8281643;-3,54146267
28025130;CARDENAL CISNEROS;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE FRAY JOSÉ DE ALMONACID, 13, 28180;28180;151;Torrelaguna;NaN;NaN;918430443;http://www.educa.madrid.org/cp.cardenalcisnero.torrelaguna;cp.cardenalcisnero.torrelaguna@educa.madrid.org;40,82517527;-3,5372284
28025166;SAN IGNACIO DE LOYOLA;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;PARROQUIA DE SAN IGNACIO DE LOYOLA;PASEO DE ANDRÉS VERGARA, 5, 28250;28250;152;Torrelodones;NaN;NaN;918544989;http://www.sanignaciotorrelodones.com/;cc.sanignaciodeloyola.torrelodones@educa.madrid.org;40,57699737;-3,95317074
28025178;LOS ANGELES;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;PLAZA DE JOSÉ MARÍA UNCETA, 10, 28250;28250;152;Torrelodones;NaN;NaN;918592178;http://www.educa.madrid.org/cp.losangeles.torrelodones;cp.losangeles.torrelodones@educa.madrid.org;40,5791155;-3,93762824
28025181;NUESTRA SEÑORA DE LOURDES;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE NUESTRA SEÑORA DEL CARMEN, 10, 28250;28250;152;Torrelodones;NaN;NaN;918592210;http://www.educa.madrid.org/cp.lourdes.torrelodones;cp.lourdes.torrelodones@educa.madrid.org;40,57511229;-3,94906796
28025208;NUESTRA SEÑORA DEL ROSARIO;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE PARAÍSOS, s/n, 28813;28813;154;Torres de la Alameda;NaN;NaN;918858494;http://www.educa.madrid.org/cp.rosario.torres;cp.rosario.torres@educa.madrid.org;40,39864044;-3,35959836
28025233;ANGEL CASTRO;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE SILO, s/n, 28816;28816;156;Valdeavero;NaN;NaN;918864343;http://www.educa.madrid.org/cp.angelcastro.valdeavero;cp.angelcastro.valdeavero@educa.madrid.org;40,63188473;-3,3349503
28025294;JUAN FALCO;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;AVDA DE SEGOVIA, 1, 28210;28210;160;Valdemorillo;NaN;NaN;918990078;http://www.educa.madrid.org/cp.juanfalco.valdemorillo;cp.juanfalco.valdemorillo@educa.madrid.org;40,50184546;-4,06567378
28025312;CRISTO DE LA SALUD;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;PASEO DEL PRADO, 28, 28343;28343;161;Valdemoro;NaN;NaN;918954140;http://www.educa.madrid.org/cp.cristodelasalud.valdemoro;cp.cristodelasalud.valdemoro@educa.madrid.org;40,19201154;-3,66660827
28025324;ARZOBISPO MORCILLO;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO CONCERTADO;CARITAS DIOCESANA DE GETAFE;CALLE ESTRELLA DE ELOLA, 10, 28341;28341;161;Valdemoro;NaN;NaN;918950116;http://www.educa.madrid.org/cc.arzobispomorcillo.valdemoro;cc.arzobispomorcillo.valdemoro@educa.madrid.org;40,19132939;-3,67857265
28025336;SAN JOSE;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;HIJAS DE LA CARIDAD DE SAN VICENTE DE PAUL;PLAZA DEL CONDE, 5, 28342;28342;161;Valdemoro;NaN;NaN;918950922;http://www.sanjosevaldemoro.es;cc.sanjose.valdemoro@educa.madrid.org;40,192169;-3,67827557
28025348;MARQUES DE VALLEJO;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO;ASOCIACION PRO-HUERFANOS GUARDIA CIVIL;PASEO FINCA EL JUNCAREJO, 28341;28341;161;Valdemoro;NaN;NaN;918950059;https://www.colegiomarquesdevallejo.es/;marquesdevallejo@aphgc.es;40,17885233;-3,67532398
28025351;VICENTE ALEIXANDRE;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE PIZARRO, 3, 28342;28342;161;Valdemoro;NaN;NaN;918095481;http://www.educa.madrid.org/cp.vicentealeixandre.valdemoro;cp.vicentealeixandre.valdemoro@educa.madrid.org;40,19428521;-3,68304299
28025361;SAMER CALASANZ;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;COLEGIO SAMER CALASANZ S.L.;CALLE TENERÍAS, 30, 28342;28342;161;Valdemoro;NaN;NaN;918951130;http://www.samercalasanz.es;cc.samercalasanz.valdemoro@educa.madrid.org;40,19656794;-3,67787295
28025373;RAMON LINACERO;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE ALCALÁ (ALALPARDO), 27, 28130;28130;162;Valdeolmos-Alalpardo;NaN;NaN;916202318;http://www.educa.madrid.org/cp.ramonlinacero.alalpardo;cp.ramonlinacero.alalpardo@educa.madrid.org;40,62563167;-3,47190842
28025403;JESUS ARAMBURU;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DEL JARAMA, 10, 28150;28150;164;Valdetorres de Jarama;NaN;NaN;918472060;http://www.educa.madrid.org/cp.jesusaramburu.valdetorres;cp.jesusaramburu.valdetorres@educa.madrid.org;40,69217626;-3,51676046
28025415;MIGUEL DE CERVANTES;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE MIGUEL CERVANTES, 4, 28511;28511;165;Valdilecha;NaN;NaN;918738437;http://www.educa.madrid.org/cp.cervantes.valdilecha;cp.cervantes.valdilecha@educa.madrid.org;40,29382642;-3,29973137
28025440;VALDEMERA;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE SAN ANTONIO, 6, 28891;28891;167;Velilla de San Antonio;NaN;NaN;916608806;http://www.educa.madrid.org/cp.valdemera.velilla;cp.valdemera.velilla@educa.madrid.org;40,36778847;-3,48431015
28025476;CONCEPCION GARCIA ROBLES;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE LOS COLEGIOS, 2, 28360;28360;170;Villaconejos;NaN;NaN;918938368;http://www.educa.madrid.org/cp.concepciongarcia.villaconejos;cp.concepciongarcia.villaconejos@educa.madrid.org;40,09982999;-3,48892807
28025491;NUESTRA SEÑORA DE LA POVEDA;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;PLAZA DE FRANCISCO CALES OTERO, 1, 28630;28630;171;Villa del Prado;NaN;NaN;918620443;http://www.educa.madrid.org/cp.poveda.villadelprado;cp.poveda.villadelprado@educa.madrid.org;40,27307089;-4,30340031
28025506;GREGORIO CANELLA;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE VALDELÁGUILA, s/n, 28810;28810;172;Villalbilla;NaN;NaN;918846397;http://www.educa.madrid.org/cp.gregoriocanella.villalbilla;cp.gregoriocanella.villalbilla@educa.madrid.org;40,43849247;-3,27595396
28025521;SAN DAMASO;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE REAL CAÑADA SEGOVIANA, s/n, 28610;28610;174;Villamanta;NaN;NaN;918136370;http://www.educa.madrid.org/cp.sandamaso.villamanta;cp.sandamaso.villamanta@educa.madrid.org;40,29658696;-4,10871699
28025567;SANTIAGO APOSTOL;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;AVDA POLIDEPORTIVO, s/n, 28691;28691;176;Villanueva de la Cañada;NaN;NaN;918155375;http://www.educa.madrid.org/cp.santiagoapostol.villanuevadelacanada;cp.santiagoapostol.villanuevadelacanada@educa.madrid.org;40,45451985;-3,9931039
28025579;COLEGIO INTERNACIONAL SEK-EL CASTILLO;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO;SEK EL CASTILLO, S.L.;CALLE CASTILLO DE ALARCÓN, 49, 28692;28692;176;Villanueva de la Cañada;NaN;NaN;918150892;http://sek.es;sek-castillo@sek.es;40,47051393;-3,94102323
28025580;SAN LUCAS;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE COLMENAREJO, 17, 28229;28229;177;Villanueva del Pardillo;NaN;NaN;918154528;http://www.educa.madrid.org/cp.sanlucas.villanuevadelpardillo;cp.sanlucas.villanuevadelpardillo@educa.madrid.org;40,49060993;-3,9653872
28025634;NUESTRA SEÑORA DE LA VICTORIA;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DEL VISO, 15, 28590;28590;180;Villarejo de Salvanés;NaN;NaN;918744643;http://www.educa.madrid.org/cp.victorias.villarejo;cp.victorias.villarejo@educa.madrid.org;40,16755828;-3,28224061
28025646;SANTA ELENA;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION BENEFICO-DOCENTE SANTA ELENA;CALLE DE LUIS DE REQUESENS, 12, 28590;28590;180;Villarejo de Salvanés;NaN;NaN;918744043;http://www.colegiosantaelena.com;cc.santaelena.villarejo@educa.madrid.org;40,16758976;-3,2766624
28025658;NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE LUIS DE REQUESENS, 1, 28590;28590;180;Villarejo de Salvanés;NaN;NaN;918744170;http://www.educa.madrid.org/ies.victoria.villarejo;ies.victoria.villarejo@educa.madrid.org;40,16705854;-3,27651932
28025661;HERMANOS GARCIA NOBLEJAS;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE MADROÑO, 3, 28670;28670;181;Villaviciosa de Odón;NaN;NaN;916161414;http://www.educa.madrid.org/cp.garcianoblejas.villaviciosa;cp.garcianoblejas.villaviciosa@educa.madrid.org;40,35343295;-3,89220791
28025695;COLEGIO ALCALA;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;COLEGIO ALCALA S.L.;CALLE ALFÉREZ LUIS MARTÍN VIDALES, 1, 28670;28670;181;Villaviciosa de Odón;NaN;NaN;916160203;http://www.colegioalcala.es;cc.alcala.villaviciosa@educa.madrid.org;40,35882359;-3,90455036
28025804;SAN JOSE DE VALDERAS;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;AVDA DERECHOS HUMANOS, 6, 28924;28924;7;Alcorcón;NaN;NaN;916125212;http://www.educa.madrid.org/cp.sanjosedevalderas.alcorcon;cp.sanjosedevalderas.alcorcon@educa.madrid.org;40,35359492;-3,81534886
28025816;SAN ANDRES;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE LA FUENTE DEL CAJÓN, 20, 28770;28770;45;Colmenar Viejo;NaN;NaN;918453256;http://www.educa.madrid.org/cp.sanandres.colmenarviejo;cp.sanandres.colmenarviejo@educa.madrid.org;40,6594977;-3,77513883
28025828;FELIPE II;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE VALDEBERNARDO, 1, 28030;28030;79;Madrid;14;Moratalaz;917731854;http://www.educa.madrid.org/ies.felipesegundo.madrid;ies.felipesegundo.madrid@educa.madrid.org;40,39750694;-3,63392795
28025841;CIUDAD DE GETAFE;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE BUENAVISTA, 25, 28904;28904;65;Getafe;NaN;NaN;916960122;http://www.educa.madrid.org/cp.ciudaddegetafe.getafe;cp.ciudaddegetafe.getafe@educa.madrid.org;40,30555691;-3,73769335
28025877;INGLAN;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO CONCERTADO;INGLAN, S.A.;CALLE DE LA PALOMA, 5, 28904;28904;65;Getafe;NaN;NaN;916951369;http://www.educa.madrid.org/cc.inglan.getafe;cc.inglan.getafe@educa.madrid.org;40,30896429;-3,73029293
28025919;INSTITUTO RADIO TELEVISION ESPAÑOLA (INSTITUTO RTVE);CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;CORPORACION DE RADIO Y TELEVISION ESPAÑOLA, S.A.;CTRA DE LA DEHESA DE LA VILLA, s/n, 28040;28040;79;Madrid;9;Moncloa-Aravaca;915817654;http://www.rtve.es/instituto;juanpedro.ruiz@rtve.es;40,4557149;-3,73146668
28025920;PROJARDIN RETIRO;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;PROMOCION DE JARDINES DE INFANCIA, S.A.;PLAZA DEL DOCTOR LAGUNA, 5, 28009;28009;79;Madrid;3;Retiro;914090968;NaN;retiro@projardin.es;40,41548682;-3,67259221
28025944;LOS CASTILLOS;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE REFERENDUM VIÑAGRANDE, 3, 28925;28925;7;Alcorcón;NaN;NaN;916114898;http://www.educa.madrid.org/cp.loscastillos.alcorcon;cp.loscastillos.alcorcon@educa.madrid.org;40,3513358;-3,80215663
28025956;RAMON MARIA DEL VALLE INCLAN;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE ALCONERA, 1, 28037;28037;79;Madrid;20;San Blas-Canillejas;913130739;http://www.educa.madrid.org/cp.valleinclan.madrid;cp.valleinclan.madrid@educa.madrid.org;40,43018017;-3,61777675
28025968;NUESTRA SEÑORA DE LA FUENCISLA;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE TOMELLOSO, 39, 28026;28026;79;Madrid;12;Usera;914754327;http://www.educa.madrid.org/cp.fuencisla.madrid;cp.fuencisla.madrid@educa.madrid.org;40,38025364;-3,69820612
28025971;IGNACIO ZULOAGA;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE ALEJANDRO RODRÍGUEZ, 34, 28039;28039;79;Madrid;6;Tetuán;914509620;http://www.educa.madrid.org/cp.zuloaga.madrid;cp.zuloaga.madrid@educa.madrid.org;40,45629916;-3,71147063
28025981;VIRGEN DEL CERRO;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE MOHERNANDO, 1, 28038;28038;79;Madrid;13;Puente de Vallecas;917785083;http://www.educa.madrid.org/cp.cerro.madrid;cp.cerro.madrid@educa.madrid.org;40,39607277;-3,64885582
28026006;FONTARRON;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DEL ARROYO FONTARRÓN, 24, 28030;28030;79;Madrid;14;Moratalaz;917720378;http://www.educa.madrid.org/cp.fontarron.madrid;cp.fontarron.madrid@educa.madrid.org;40,3950595;-3,63337475
28026031;VICENTE ALEIXANDRE;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE ASTURIAS, 20, 28320;28320;113;Pinto;NaN;NaN;916910012;http://www.educa.madrid.org/ies.vicentealeixand.pinto;ies.vicentealeixand.pinto@educa.madrid.org;40,25110309;-3,69282052
28026043;PRINCIPE FELIPE;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;AVDA DE VALDELASFUENTES, s/n, 28701;28701;134;San Sebastián de los Reyes;NaN;NaN;916512211;http://www.educa.madrid.org/cp.principefelipe.sansebastian;cp.principefelipe.sansebastian@educa.madrid.org;40,55346283;-3,63854996
28026067;RAMON PEREZ DE AYALA;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE MOTILLA DEL PALANCAR, 19, 28043;28043;79;Madrid;16;Hortaleza;917592205;http://www.educa.madrid.org/cp.perezdeayala.madrid;cp.perezdeayala.madrid@educa.madrid.org;40,46598233;-3,6327076
28026092;LOS CASTILLOS;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;AVDA DE LOS CASTILLOS, 5, 28925;28925;7;Alcorcón;NaN;NaN;916121063;http://www.educa.madrid.org/ies.loscastillos.alcorcon;ies.loscastillos.alcorcon@educa.madrid.org;40,35746079;-3,81008419
28026110;DOS PARQUES;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO CONCERTADO;SOCIEDAD EDUCATIVA ARGANZUELA, S.L.;CALLE DE SAN ANASTASIO, 4, 28005;28005;79;Madrid;2;Arganzuela;914739985;http://www.educa.madrid.org/cc.dosparques.madrid;cc.dosparques.madrid@educa.madrid.org;40,397277;-3,70329569
28026158;CUNA DE JESUS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO CONCERTADO;HNAS. SALESIANAS DEL SAGRADO CORAZON DE JESUS;CALLE DE FERRER DEL RÍO, 26, 28028;28028;79;Madrid;4;Salamanca;917256327;NaN;cc.cunadejesus.madrid@educa.madrid.org;40,43499071;-3,67115948
28026183;JOYFE;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO;COLEGIO JOYFE, S.L.U.;CALLE DE VITAL AZA, 65, 28017;28017;79;Madrid;15;Ciudad Lineal;914082263;http://www.joyfe.es;joyfe@joyfe.es;40,43330648;-3,63928651
28026195;TIRSO DE MOLINA;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DEL OLIVO, 17, 28770;28770;45;Colmenar Viejo;NaN;NaN;918452090;http://www.educa.madrid.org/cp.tirsodemolina.colmenarviejo;cp.tirsodemolina.colmenarviejo@educa.madrid.org;40,65846018;-3,77132959
28026420;LOS ANGELES;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;SDAD. COOP. MADRILEÑA LOS ANGELES;PASEO DE TISELIUS, 5, 28906;28906;65;Getafe;NaN;NaN;916960843;http://www.colegiolosangeles.net;cc.losangeles.getafe@educa.madrid.org;40,27491154;-3,7441
28026456;AMANECER;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO;CENTRO ESCOLAR AMANECER, S.L.;AVDA DE PABLO IGLESIAS, s/n, 28922;28922;7;Alcorcón;NaN;NaN;916439092;http://www.colegioamanecer.es;gestionalumnos@colegioamanecer.es;40,34266125;-3,83881228
28026501;SANTO DOMINGO;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE LOS CANTOS, 23, 28921;28921;7;Alcorcón;NaN;NaN;916415903;http://www.educa.madrid.org/cp.santodomingo.alcorcon;cp.santodomingo.alcorcon@educa.madrid.org;40,3419707;-3,82459267
28026523;CERVANTES;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE EXTREMADURA, 40, 28944;28944;58;Fuenlabrada;NaN;NaN;916976809;http://www.educa.madrid.org/cp.cervantes.fuenlabrada;cp.cervantes.fuenlabrada@educa.madrid.org;40,27927324;-3,79011768
28026535;JUAN GRIS;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE MUELA DE SAN JUAN, 31, 28031;28031;79;Madrid;18;Villa de Vallecas;913327264;http://www.educa.madrid.org/cp.juangris.madrid;cp.juangris.madrid@educa.madrid.org;40,37339556;-3,61783505
28026547;GINER DE LOS RIOS;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE MEMBEZAR, 25, 28053;28053;79;Madrid;13;Puente de Vallecas;917858021;http://www.educa.madrid.org/cp.ginerdelosrios.madrid;cp.ginerdelosrios.madrid@educa.madrid.org;40,3793169;-3,66766156
28026596;SEVERO OCHOA;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE LONDRES, 7, 28850;28850;148;Torrejón de Ardoz;NaN;NaN;916765011;http://www.educa.madrid.org/cp.severoochoa.torrejondeardoz;cp.severoochoa.torrejondeardoz@educa.madrid.org;40,46034044;-3,47308516
28026602;VICENTE ALEIXANDRE;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE SILICIO, 25, 28850;28850;148;Torrejón de Ardoz;NaN;NaN;916763011;http://www.educa.madrid.org/cp.vicentealeixand.torrejondeardoz;cp.vicentealeixand.torrejondeardoz@educa.madrid.org;40,45015548;-3,45861464
28026626;KENSINGTON SCHOOL (BRITANICO);CEXTRAN ESP;CENTRO DOCENTE EXTRANJERO EN ESPAÑA;PRIVADO;KENSINGTON SCHOOL S.A.;AVDA BULARAS, 2, 28224;28224;115;Pozuelo de Alarcón;NaN;NaN;917154797;NaN;kensington@kensingtonschool.net;40,44778664;-3,80989417
28026638;GABRIEL Y GALAN;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;AVDA OLÍMPICA, 16, 28108;28108;6;Alcobendas;NaN;NaN;916528965;http://www.educa.madrid.org/cp.gabrielygalan.alcobendas;cp.gabrielygalan.alcobendas@educa.madrid.org;40,53684249;-3,63345639
28027591;UNIVERSIDAD POLITECNICA DE MADRID;UNIVERSIDAD;UNIVERSIDAD;PÚBLICO;U. POLITECNICA DE MADRID;CALLE DE RAMIRO DE MAEZTU, 28040;28040;79;Madrid;NaN;NaN;913366000;NaN;NaN;NaN;NaN
28027606;UNIVERSIDAD AUTONOMA DE MADRID;UNIVERSIDAD;UNIVERSIDAD;PÚBLICO;U. AUTONOMA DE MADRID;CTRA. COLMENAR VIEJO, KM. 15, 28049;28049;79;Madrid;NaN;NaN;913975000;NaN;NaN;NaN;NaN
28027618;UNIVERSIDAD COMPLUTENSE DE MADRID;UNIVERSIDAD;UNIVERSIDAD;PÚBLICO;U. COMPLUTENSE DE MADRID;AVDA DE SÉNECA, 2, 28008;28008;79;Madrid;NaN;NaN;913943389;NaN;NaN;40,4371725;-3,72461583
28027898;UNIVERSIDAD DE ALCALA DE HENARES;UNIVERSIDAD;UNIVERSIDAD;PÚBLICO;U. DE ALCALA DE HENARES;PLAZA DE SAN DIEGO, S/N - EDIFICIO SAN ILDEFONSO, 28801;28801;5;Alcalá de Henares;NaN;NaN;918882200;NaN;NaN;NaN;NaN
28027931;SAN JUAN GARCIA;CPR PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION EDUCATIVA SANTISIMA TRINIDAD;CALLE DE CAMARENA, 57, 28047;28047;79;Madrid;10;Latina;917198710;http://www.madrid.colegiostrinitarios.com;cc.sanjuangarcia.madrid@educa.madrid.org;40,39481436;-3,75522184
28027941;MARIA INMACULADA;CPR ES;CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA;PRIVADO CONCERTADO;RELIGIOSAS DE MARIA INMACULADA;CALLE DE FUENCARRAL, 97, 28004;28004;79;Madrid;1;Centro;914489508;http://www.educa.madrid.org/cc.minmaculada.madrid;cc.minmaculada.madrid@educa.madrid.org;40,42751084;-3,70190115
28028076;VICENTE FERRER;CP EE;COLEGIO DE EDUCACIÓN ESPECIAL;PÚBLICO;COMUNIDAD DE MADRID;CALLE EMILIA PARDO BAZÁN, 1, 28702;28702;134;San Sebastián de los Reyes;NaN;NaN;916510025;http://www.educa.madrid.org/cpee.vicenteferrer.sansebastian;cpee.vicenteferrer.sansebastian@educa.madrid.org;40,56018939;-3,62427398
28028131;JESUS VARELA;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;AVDA DE PORTUGAL, 12, 28921;28921;7;Alcorcón;NaN;NaN;916190810;http://www.educa.madrid.org/cp.jesusvarela.alcorcon;cp.jesusvarela.alcorcon@educa.madrid.org;40,34920058;-3,83025035
28028155;DANIEL VAZQUEZ DIAZ;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CTRA M-619 (ALPEDRETE), 1, 28400;28400;47;Collado Villalba;NaN;NaN;918506138;http://www.educa.madrid.org/cp.vazquezdiaz.colladovillalba;cp.vazquezdiaz.colladovillalba@educa.madrid.org;40,64826405;-3,99699953
