centro_codigo;centro_nombre;centro_tipo_codigo;centro_tipo_desc_abreviada;centro_tipo_descripcion;centro_titularidad;centro_titular;dat_codigo;dat_nombre;direccion_via_tipo;direccion_via_nombre;direccion_numero;direccion_codigo_postal;municipio_codigo;municipio_nombre;distrito_codigo;distrito_nombre;contacto_telefono1;contacto_telefono2;contacto_telefono3;contacto_telefono4;contacto_fax;contacto_web;contacto_email1;LATITUD;LONGITUD
28013097;NUESTRA SEÑORA DE LAS ESCUELAS PIAS;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;ESCUELAS PIAS PROVINCIA BETANIA;5;Madrid-Capital;CALLE;de Ocaña;191;28047;79;Madrid;10;Latina;917183685;;;;;http://www.escolapiosaluche.com;;40,38938235;-3,75377086
28013103;CALASANCIO NUESTRA SEÑORA DE LAS ESCUELAS PIAS;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;ESCUELAS PIAS PROVINCIA DE BETANIA;5;Madrid-Capital;CALLE;del Conde de Peñalver;51;28006;79;Madrid;4;Salamanca;914449400;;;;914016433;http://www.educa.madrid.org/cc.calasancio.madrid;cc.calasancio.madrid@educa.madrid.org;40,43037103;-3,67546382
28013115;NUESTRA SEÑORA DE LAS ESCUELAS PIAS;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION ESCOLAPIAS MONTAL;5;Madrid-Capital;CALLE;de Eugenia de Montijo;83;28044;79;Madrid;11;Carabanchel;914654400;;;;914654511;http://www.escolapiascarabanchel.com;cc.escuelaspias.madrid@educa.madrid.org;40,37597254;-3,75027593
28013140;NUESTRA SEÑORA DE GRACIA;45;CPR ES;CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA;PRIVADO CONCERTADO;COLEGIO NTRA. SRA. DE GRACIA, S.L.;5;Madrid-Capital;PASEO;de Gigantes y Cabezudos;dic-14;28041;79;Madrid;17;Villaverde;913173225;;;;913182886;http://www.educa.madrid.org/cc.nsgracia.madrid;cc.nsgracia.madrid@educa.madrid.org;40,35969262;-3,69408399
28013188;LICEO MADARIAGA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;LICEO MADARIAGA, S.L.;5;Madrid-Capital;CALLE;de Francisco Madariaga;11;28017;79;Madrid;15;Ciudad Lineal;914061491;;;;914061491;http://www.educa.madrid.org/cc.liceomadariaga.madrid;cc.liceomadariaga.madrid@educa.madrid.org;40,43518738;-3,64127329
28013191;REAL COLEGIO NUESTRA SEÑORA DE LORETO;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACIÓN SPÍNOLA;5;Madrid-Capital;CALLE;de O'Donnell;61;28009;79;Madrid;4;Salamanca;915733210;915736423;;;915737624;http://www.educa.madrid.org/cc.realcolegionsloreto.madrid;cc.realcolegionsloreto.madrid@educa.madrid.org;40,42143242;-3,66955123
28013255;NUESTRA SEÑORA DE LA MERCED;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;HNAS. MERCEDARIAS DE LA CARIDAD;5;Madrid-Capital;AVDA;de Alfonso XIII;165;28016;79;Madrid;5;Chamartín;913508706;;;;913502909;http://nsm.madrid.mercedariasdelacaridad.es;cc.nsmerced.madrid@educa.madrid.org;40,45993324;-3,6794515
28013279;NUESTRA SEÑORA DE LA MERCED;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO CONCERTADO;NUESTRA SEÑORA DE LA MERCED, S.L.;5;Madrid-Capital;CALLE;de Zaida;87;28019;79;Madrid;11;Carabanchel;914727650;;;;914722261;http://www.educa.madrid.org/cc.nsdelamerced-carabanchel.madrid;cc.nsdelamerced-carabanchel.madrid@educa.madrid.org;40,39250832;-3,73561321
28013280;NUESTRA SEÑORA DE LA MERCED;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;ENSEÑANZA Y PEDAGOGIA S.A.;5;Madrid-Capital;CALLE;del Poeta Blas de Otero;5;28017;79;Madrid;15;Ciudad Lineal;913556394;913557060;;;;http://www.colegioseilamerced.com;cc.nsdelamerced.madrid@educa.madrid.org;40,42216396;-3,65508292
28013292;MONTSERRAT;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION HOGAR DEL EMPLEADO;5;Madrid-Capital;CALLE;de Juan Esplandiu;2 bis;28007;79;Madrid;3;Retiro;915737507;914008560;;;915740486;http://www.colegiomontserrat.fuhem.es;cc.montserratretiro.madrid@educa.madrid.org;40,41540135;-3,66556646
28013309;NUESTRA SEÑORA DE LA PALOMA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;CALLE;de Tabernillas;2;28005;79;Madrid;1;Centro;913640630;913653675;;;913653675;http://www.educa.madrid.org/cp.paloma.madrid;cp.paloma.madrid@educa.madrid.org;40,41125513;-3,71130245
28013371;NUESTRA SEÑORA DEL RECUERDO;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;ORDEN COMPAÑÍA DE JESÚS (JESUITAS). PROVINCIA DE ESPAÑA;5;Madrid-Capital;PLAZA;del Duque de Pastrana;5;28036;79;Madrid;5;Chamartín;913022640;;;;913839668;http://www.educa.madrid.org/cc.nsdelrecuerdo.madrid;cc.nsdelrecuerdo.madrid@educa.madrid.org;40,46830825;-3,67848606
28013383;HUERFANOS DE LA ARMADA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO;PATRONATO DE HUERFANOS DE LA ARMADA;5;Madrid-Capital;CALLE;de Arturo Soria;285;28033;79;Madrid;15;Ciudad Lineal;913124929;913795604;913124935;;913795592;http://www.colegiocha.com;secretaria@colegiocha.com;40,47199189;-3,66783539
28013395;WISDOM SCHOOL MADRID;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;EN2 INNOVACION DE PROYECTOS EDUCATIVOS, S. L.;5;Madrid-Capital;CALLE;de José Rodríguez Pinilla;12;28016;79;Madrid;5;Chamartín;913595027;913508186;;;913508186;http://www.wisdomchool.es;cc.nsdelasabiduria.madrid@educa.madrid.org;40,46133059;-3,67928866
28013401;NUESTRA SEÑORA DEL SAGRADO CORAZON;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION EDUCATIVA FRANCISCANAS DE MONTPELLIER;5;Madrid-Capital;CALLE;de la Grandeza Española;89;28011;79;Madrid;10;Latina;914639400;;;;;https://sagradocorazonfranciscanas.es/;cc.nssagradocorazon.madrid@educa.madrid.org;40,4102321;-3,73514616
28013413;NUESTRA SEÑORA SANTA MARIA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO;COLEGIO NTRA.SRA.SANTA MARIA, S.L.;5;Madrid-Capital;RONDA;de Sobradiel;80;28043;79;Madrid;16;Hortaleza;913883202;913883369;;;913883240;https//www.cnssm.es;rjuarez@cnssm.es;40,45346369;-3,64665968
28013449;NUESTRA SEÑORA DE LAS VICTORIAS;21;CPR EE;CENTRO PRIVADO DE EDUCACIÓN ESPECIAL;PRIVADO CONCERTADO;AFANIAS;5;Madrid-Capital;CALLE;Muller;25;28039;79;Madrid;6;Tetuán;915709172;;;;915722758;http://www.educa.madrid.org/cc.nsdelasvictorias.madrid;cc.nsdelasvictorias.madrid@educa.madrid.org;40,46389096;-3,70012118
28013450;NUESTRA SEÑORA DE LAS VICTORIAS;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;RELIGIOSAS FILIPENSES;5;Madrid-Capital;CALLE;del Apóstol Santiago;72;28017;79;Madrid;15;Ciudad Lineal;914035303;628263703;646236059;;914047292;http://www.filipensesmadrid.net;cc.nsvictorias.madrid@educa.madrid.org;40,42886125;-3,65445235
28013504;PATROCINIO DE SAN JOSE;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;CONOCIMIENTO Y FORMACION, S.A.;5;Madrid-Capital;CALLE;de Edgar Neville;24;28020;79;Madrid;6;Tetuán;915359840;;;;915359841;http://www.educa.madrid.org/cc.patrociniodesanjose.madrid;cc.patrociniodesanjose.madrid@educa.madrid.org;40,45016484;-3,69654701
28013565;PUREZA DE MARIA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;RELIGIOSAS DE LA PUREZA DE MARIA;5;Madrid-Capital;CALLE;de Lira;10;28007;79;Madrid;3;Retiro;915736001;;;;914091150;http://www.educa.madrid.org/cc.purezademaria.madrid;cc.purezademaria.madrid@educa.madrid.org;40,40810728;-3,66812276
28013590;RAFAELA YBARRA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;RELIGIOSAS DE LOS SANTOS ANGELES CUSTODIOS;5;Madrid-Capital;AVDA;de Rafaela Ybarra;73;28026;79;Madrid;12;Usera;915691205;;;;915608041;www.colegiorafaelaybarra.com;cc.rafaelaybarra.madrid@educa.madrid.org;40,37925473;-3,71133098
28013607;RAIMUNDO LULIO;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;PADRES FRANCISCANOS TERCERA ORDEN REGULAR;5;Madrid-Capital;AVDA;de San Diego;63;28018;79;Madrid;13;Puente de Vallecas;914781997;;;;;http://www.raimundolulio.org;cc.raimundolulio.madrid@educa.madrid.org;40,38667638;-3,66782848
28013701;TRILEMA SAFA;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO CONCERTADO;FUNDACION TRILEMA;5;Madrid-Capital;CALLE;de Mercedes Fórmica;32;28028;79;Madrid;4;Salamanca;915733154;;;;915733154;http://www.colegio-sagradafamilia.es;cc.sagradafamilia-salamanca.madrid@educa.madrid.org;40,42188398;-3,66467553
28013723;SAGRADA FAMILIA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;HNAS. DE LA CARIDAD DEL SGDO.CORAZON DE JESUS;5;Madrid-Capital;CALLE;de Jorge Juan;165;28028;79;Madrid;4;Salamanca;913559055;913559054;;;913564995;http://www.safajj.corazonistas.org;cc.sagradafamilia.madrid@educa.madrid.org;40,42280292;-3,66467279
28013759;SAGRADA FAMILIA DE URGEL;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;CONGREGACION DE RELIGIOSAS SAGRADA FAMILIA DE URGEL;5;Madrid-Capital;AVDA;de Palomeras;88;28018;79;Madrid;13;Puente de Vallecas;913031032;913031032;;;913031029;http://www.safaurgelmadrid.com;cc.sgdafamilia.madrid@educa.madrid.org;40,38716575;-3,65472015
28013772;SAGRADO CORAZON;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;PROVINCIA DE HERMANOS MENORES CAPUCHINOS DE ESPAÑA;5;Madrid-Capital;PASEO;de Santa María de la Cabeza;115;28026;79;Madrid;12;Usera;914765112;914754652;;;914755196;http://www.educa.madrid.org/cc.sagradocorazon.madrid;cc.sagradocorazon.madrid@educa.madrid.org;40,39035412;-3,70983357
28013784;SAGRADO CORAZON DE JESUS;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION EDUCATIVA SOFIA BARAT;5;Madrid-Capital;CALLE;de Ferraz;63;28008;79;Madrid;9;Moncloa-Aravaca;915490358;;;;915499177;ferraz.redsagradocorazon.es;cc.scorazonferraz.madrid@educa.madrid.org;40,43086394;-3,72209591
28013802;SAGRADO CORAZON DE JESUS;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;HNAS. SALESIANAS DEL SAGRADO. CORAZON DE JESUS;5;Madrid-Capital;CALLE;de Valderribas;2;28007;79;Madrid;3;Retiro;915511655;;;;;http://www.educa.madrid.org/cc.scorazondejesus-retiro.madrid;cc.scorazondejesus-retiro.madrid@educa.madrid.org;40,4063341;-3,68020858
28013826;SAGRADOS CORAZONES;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO CONCERTADO;ORBILUX, S.L.;5;Madrid-Capital;CALLE;de Pan y Toros;45;28041;79;Madrid;17;Villaverde;913172526;;;;913172526;http://www.sagrados-corazones.es;cc.sgdoscorazones.madrid@educa.madrid.org;40,35702644;-3,69399777
28013838;PARAISO SAGRADOS CORAZONES;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;CONGREGACION DE RELIGIOSAS SAGRADOS CORAZONES;5;Madrid-Capital;CALLE;del Padre Damián;34;28036;79;Madrid;5;Chamartín;913441693;913441693;;;;http://www.educa.madrid.org/cc.paraisosagradoscorazones.madrid;cc.paraisosagradoscorazones.madrid@educa.madrid.org;40,45725791;-3,68549848
28013851;COLEGIO LA SALLE SAN RAFAEL;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACIÓN LA SALLE SAN RAFAEL;5;Madrid-Capital;CALLE;de Fernando el Católico;49;28015;79;Madrid;7;Chamberí;915447395;;;;915432703;http://www.educa.madrid.org/cc.lasallesanrafael.madrid;cc.lasallesanrafael.madrid@educa.madrid.org;40,43412918;-3,71274601
28013863;LA SALLE;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;HNOS. DE LAS ESCUELAS CRISTIANAS;5;Madrid-Capital;CALLE;Blas Carrera;50;28044;79;Madrid;10;Latina;917050011;;;;917058368;https://www.institucionlasalle.es/colegio/;cc.lasalle.madrid@educa.madrid.org;40,37818533;-3,77403759
28013887;SAN ALFONSO;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;HIJAS DE LA CARIDAD DE SAN VICENTE DE PAUL;5;Madrid-Capital;CALLE;del Mesón de Paredes;78;28012;79;Madrid;1;Centro;915285705;;;;;http://www.educa.madrid.org/cc.sanalfonso.madrid;cc.sanalfonso.madrid@educa.madrid.org;40,40688729;-3,70220541
28013899;EL ESPINILLO ;42;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;CALLE;de la Unanimidad;15;28041;79;Madrid;17;Villaverde;917239150;;;;917239151;http://www.educa.madrid.org/ies.elespinillo.madrid;ies.elespinillo.madrid@educa.madrid.org;40,36166291;-3,68850995
28013966;SAN FERMIN;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO CONCERTADO;CENTROS DE ENSEÑANZA SAN FERMIN, S.L.16390;5;Madrid-Capital;CALLE;de la Estafeta;17;28041;79;Madrid;12;Usera;917920535;;;;914750587;www.colegiosanferminmadrid.es/;cc.sanfermin.madrid@educa.madrid.org;40,37266838;-3,69214396
28013991;SAN FRANCISCO DE ASIS;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FRANCISCANAS DE LOS SAGRADOS CORAZONES;5;Madrid-Capital;CALLE;de la Madre Carmen del Niño Jesús;7;28002;79;Madrid;5;Chamartín;915634404;;;;915611239;http://www.educa.madrid.org/cc.sanfranciscodeasis.madrid;cc.sanfranciscodeasis.madrid@educa.madrid.org;40,45099781;-3,68072948
28014065;SAN JOSE;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;UNION DE CENTROS DE ENSEÑANZA S.A.;5;Madrid-Capital;CALLE;de Pedro Escudero;21-23;28018;79;Madrid;13;Puente de Vallecas;913035747;;;;;http://www.educa.madrid.org/cc.sjose.madrid;cc.sjose.madrid@educa.madrid.org;40,38805267;-3,65560061
28014107;SAN JOSE DE BEGOÑA;73;CPR PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;PADRES CARMELITAS, PROVINCIA BETICA;5;Madrid-Capital;CALLE;de Marcos de Orueta;15;28034;79;Madrid;8;Fuencarral-El Pardo;913584136;917291474;;;913340065;http://www.educa.madrid.org/cc.sanjosebegona.madrid;cc.sanjosebegona.madrid@educa.madrid.org;40,48485249;-3,68699443
28014119;SAN JOSE DEL PARQUE;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO;HNOS. MARISTAS;5;Madrid-Capital;AVDA;de Champagnat;2;28043;79;Madrid;16;Hortaleza;913000058;;;;913005918;http://sanjosedelparque.net;direccion@sanjosedelparque.es;40,45013746;-3,63890351
28014181;COLEGIO ALEMAN DE MADRID (ALEMAN);94;CEXTRAN ESP;CENTRO DOCENTE EXTRANJERO EN ESPAÑA;PRIVADO;ASOCIACION COLEGIO ALEMAN DE MADRID;5;Madrid-Capital;CALLE;de Monasterio de Guadalupe;7;28049;79;Madrid;8;Fuencarral-El Pardo;915580200;609205105;;;;;sekretariat@dsmadrid.org;40,50685271;-3,70487573
28014193;SALESIANOS PASEO DE EXTREMADURA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;RELIGIOSOS SALESIANOS DE SAN JUAN BOSCO;5;Madrid-Capital;CALLE;de Repullés y Vargas;11;28011;79;Madrid;10;Latina;914640050;914640058;;;911109965;http://www.salesianospaseo.com;cc.sanmiguelarcangel.madrid@educa.madrid.org;40,41032646;-3,7344754
28014223;SAN PATRICIO;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;INSDE, S.L.;5;Madrid-Capital;CALLE;de Serrano;198;28002;79;Madrid;5;Chamartín;915638420;;;;;;infoserrano@colegiosanpatricio.es;40,45031516;-3,68191367
28014235;SAN PEDRO;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;COLEGIO SAN PEDRO S.L.;5;Madrid-Capital;CALLE;de José del Pino;53;28021;79;Madrid;17;Villaverde;917979551;692811513;;;;http://www.csanpedro.org;cc.sanpedro.madrid@educa.madrid.org;40,35099252;-3,68910795
28014272;SAN ROQUE;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;CALLE;del Oxígeno;43;28021;79;Madrid;17;Villaverde;917962774;638035601;;;917100003;http://www.educa.madrid.org/cp.sanroque.madrid;cp.sanroque.madrid@educa.madrid.org;40,346881;-3,70313697
28014363;SANTA CATALINA DE SENA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION EDUCATIVA FRANCISCO COLL;5;Madrid-Capital;AVDA;de Alfonso XIII;160;28016;79;Madrid;5;Chamartín;913595605;913595604;;;913452335;http://www.dominicasmadrid.es;cc.santacatalinasena.madrid@educa.madrid.org;40,4604758;-3,67294634
28014417;SANTA FRANCISCA JAVIER CABRINI;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;MISIONERAS DEL SAGRADO CORAZON DE JESUS;5;Madrid-Capital;CALLE;de Santa Francisca Javier Cabrini;2;28043;79;Madrid;16;Hortaleza;913002513;660399593;;;913889463;http://www.educa.madrid.org/cc.cabrini.madrid;cc.cabrini.madrid@educa.madrid.org;40,46427136;-3,63749223
28014454;SANTA ISABEL;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;HIJAS DE LA CARIDAD DE SAN VICENTE DE PAUL;5;Madrid-Capital;CALLE;de Hortaleza;77;28004;79;Madrid;1;Centro;913100916;913082032;;;913194281;http://www.educa.madrid.org/cc.santaisabel.madrid;cc.santaisabel.madrid@educa.madrid.org;40,42543734;-3,69767111
28014478;FUNDACION SANTAMARCA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION DE SANTAMARCA Y DE SAN RAMON Y SAN ANTONIO (FSRA);5;Madrid-Capital;CALLE;de Marcenado;50;28002;79;Madrid;5;Chamartín;914158640;;;;914159740;http://colegiofundacionsantamarca.es;cc.fundacionsantamarca.madrid@educa.madrid.org;40,44965945;-3,67389978
28014491;SANTA MARIA DEL BOSQUE;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;ESCOLAR CERVERA, S.A.;5;Madrid-Capital;CALLE;de la Gaviota;14;28025;79;Madrid;11;Carabanchel;915250000;;915257162;;;http://www.educa.madrid.org/cc.smbosque.madrid;cc.smbosque.madrid@educa.madrid.org;40,38812839;-3,73443449
28014508;SANTA MARIA DEL CARMEN;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;CONGREGACION PADRES CARMELITAS;5;Madrid-Capital;CALLE;de los Misterios;38;28027;79;Madrid;15;Ciudad Lineal;913774569;913773360;;;913671792;http://www.educa.madrid.org/cc.smcarmen.madrid;cc.smcarmen.madrid@educa.madrid.org;40,44127127;-3,64239231
28014511;SANTA MARIA DE LOS ROSALES;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO;ESTUDIOS GENERALES S.A.;5;Madrid-Capital;CALLE;de la Virgen de los Rosales;1;28023;79;Madrid;9;Moncloa-Aravaca;913070440;;;;;http://www.colegiorosales.es/;javiervalle@colegiorosales.es;40,45364119;-3,77189548
28014533;SANTA RITA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;PADRES TERCIARIOS CAPUCHINOS;5;Madrid-Capital;CALLE;de Eugenia de Montijo;53;28025;79;Madrid;11;Carabanchel;914628683;;;;914618210;http://www.colegiosantarita.es;cc.santarita.madrid@educa.madrid.org;40,38075745;-3,74453293
28014570;SAN GABRIEL;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;HNOS. DE SAN GABRIEL;5;Madrid-Capital;CALLE;de Eugenia de Montijo;92;28025;79;Madrid;11;Carabanchel;914665121;;;;914617026;http://www.educa.madrid.org/cc.sangabriel.madrid;cc.sangabriel.madrid@educa.madrid.org;40,37772056;-3,74884637
28014612;SANTO ANGEL;74;CPR INF-SEC;CENTRO PRIVADO DE INFANTIL Y SECUNDARIA;PRIVADO;EDUCACION EN VALORES, S.L.;5;Madrid-Capital;CALLE;del Arroyo Fontarrón;209;28030;79;Madrid;14;Moratalaz;917721100;;;;917732675;http://www.santoangelbritishschool.es;secretaria@santoangelmoratalaz.es;40,39824599;-3,64365648
28014648;SANTO DOMINGO;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION EDUCATIVA SANTO DOMINGO;5;Madrid-Capital;GTA;del Presidente García Moreno;3;28003;79;Madrid;9;Moncloa-Aravaca;915332420;;;;;http://www.stodomingo.fesd.es;cc.santodomingo.madrid@educa.madrid.org;40,44597136;-3,71495829
28014651;SANTO DOMINGO SAVIO;73;CPR PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;PADRES SALESIANOS;5;Madrid-Capital;CALLE;de Santo Domingo Savio;2;28017;79;Madrid;15;Ciudad Lineal;913683100;913683094;;;913689067;http://www.educa.madrid.org/cc.santodomingosavio.madrid;cc.santodomingosavio.madrid@educa.madrid.org;40,43038828;-3,6342484
28014685;COLEGIO SENARA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;SECULSA (ENSEÑANZA Y CULTURA S.A.);5;Madrid-Capital;AVDA;de Moratalaz;178;28030;79;Madrid;14;Moratalaz;913016070;;;;913016075;http://www.educa.madrid.org/cc.senara.madrid;cc.senara.madrid@educa.madrid.org;40,40842552;-3,64378881
28014867;VEDRUNA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION VEDRUNA EDUCACION;5;Madrid-Capital;CALLE;del Espinar;41;28025;79;Madrid;11;Carabanchel;914650109;;;;915257505;http://carabanchel@vedruna1826.org;cc.vedruna-carabanchel.madrid@educa.madrid.org;40,38425455;-3,74288671
28014910;VIRGEN DE ATOCHA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION EDUCATIVA SANTO DOMINGO;5;Madrid-Capital;AVDA;de la Ciudad de Barcelona;1;28007;79;Madrid;3;Retiro;915524804;915524803;;;915529643;http://www.atocha.fesd.es;cc.virgendeatocha.madrid@educa.madrid.org;40,4056256;-3,68424371
