DISTRITO,URI,ID,AdressID,NOMBRE DE VIA,NUMERO DIRECCION,TIPO DE VIA,Adiestramiento,Veterinarios,Peluqueria
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0209,CareCenter_0209_address,ALCALDE HENCHE DE LA PLATA,22,CL,false,false,true
Tetuán,https://wikidata.org/entity/Q1773540,CareCenter_0210,CareCenter_0210_address,MOLINA,8,CL,false,true,false
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0211,CareCenter_0211_address,BLASCO DE GARAY,75,CL,false,false,true
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0212,CareCenter_0212_address,BLASCO DE GARAY,75,CL,true,false,false
Puente de Vallecas,https://wikidata.org/entity/Q2003054,CareCenter_0213,CareCenter_0213_address,PUERTO DE CANFRANC,7,CL,false,true,false
Puente de Vallecas,https://wikidata.org/entity/Q2003054,CareCenter_0214,CareCenter_0214_address,ROBLES,2,CL,false,true,false
Puente de Vallecas,https://wikidata.org/entity/Q2003054,CareCenter_0215,CareCenter_0215_address,RAFAEL ALBERTI,16,AV,false,true,false
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0216,CareCenter_0216_address,ARTURO SORIA,319,CL,false,true,false
Puente de Vallecas,https://wikidata.org/entity/Q2003054,CareCenter_0217,CareCenter_0217_address,CERRO DE LA ALCAZABA,18,CL,false,true,false
Tetuán,https://wikidata.org/entity/Q1773540,CareCenter_0218,CareCenter_0218_address,PEDRO TEIXEIRA,10,CL,false,false,true
Tetuán,https://wikidata.org/entity/Q1773540,CareCenter_0219,CareCenter_0219_address,MARQUES DE VIANA,35,CL,false,true,false
Villa de Vallecas,https://wikidata.org/entity/Q1947988,CareCenter_0220,CareCenter_0220_address,ALAMEDA DEL VALLE,36,CL,false,false,true
Villa de Vallecas,https://wikidata.org/entity/Q1947988,CareCenter_0221,CareCenter_0221_address,ALAMEDA DEL VALLE,36,CL,false,false,true
Retiro,https://wikidata.org/entity/Q2002296,CareCenter_0222,CareCenter_0222_address,MEDITERRANEO,4,AV,false,false,true
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0223,CareCenter_0223_address,FERNANDEZ DE LOS RIOS,32,CL,false,true,false
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0224,CareCenter_0224_address,FERNANDEZ DE LOS RIOS,32,CL,false,true,false
Retiro,https://wikidata.org/entity/Q2002296,CareCenter_0225,CareCenter_0225_address,IBIZA,60,CL,false,false,true
Carabanchel,https://wikidata.org/entity/Q1001991,CareCenter_0226,CareCenter_0226_address,GENERAL RICARDOS,218,CL,false,false,true
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0227,CareCenter_0227_address,CIRAUQUI,4,CL,false,false,true
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0228,CareCenter_0228_address,CIRAUQUI,4,CL,true,false,false
Arganzuela,https://wikidata.org/entity/Q2000929,CareCenter_0229,CareCenter_0229_address,EMBAJADORES,192,CL,false,true,false
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0230,CareCenter_0230_address,GALILEO,90,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0231,CareCenter_0231_address,EL FERROL,32,AV,false,true,false
Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CareCenter_0232,CareCenter_0232_address,GOLONDRINA,71,CL,false,true,false
Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CareCenter_0233,CareCenter_0233_address,GOLONDRINA,71,CL,false,true,false
Moratalaz,https://wikidata.org/entity/Q2076109,CareCenter_0234,CareCenter_0234_address,MARROQUINA,57,CL,false,false,true
Moratalaz,https://wikidata.org/entity/Q2076109,CareCenter_0235,CareCenter_0235_address,MARROQUINA,57,CL,false,false,true
Carabanchel,https://wikidata.org/entity/Q1001991,CareCenter_0236,CareCenter_0236_address,PELICANO,21,CL,false,false,true
Arganzuela,https://wikidata.org/entity/Q2000929,CareCenter_0237,CareCenter_0237_address,CACERES,48,CL,false,false,true
Chamartín,https://wikidata.org/entity/Q1766348,CareCenter_0238,CareCenter_0238_address,CORAZON DE MARIA,64,CL,false,true,false
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0239,CareCenter_0239_address,CESAR CORT BOTI,16,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0240,CareCenter_0240_address,QUINTANAPALLA,13,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0241,CareCenter_0241_address,NURIA,57,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0242,CareCenter_0242_address,MARIA DE MAEZTU,146,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0243,CareCenter_0243_address,VEREDA DE LA TORRE,25,CM,true,false,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0244,CareCenter_0244_address,VEREDA DE LA TORRE,25,CM,true,false,false
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0245,CareCenter_0245_address,MANUEL FRAGA IRIBARNE,35,AV,false,true,false
Tetuán,https://wikidata.org/entity/Q1773540,CareCenter_0246,CareCenter_0246_address,RAIMUNDO FERNANDEZ VILLAVERDE,67,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0247,CareCenter_0247_address,MONTE CARMELO,88,CM,true,false,false
Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CareCenter_0248,CareCenter_0248_address,GOLONDRINA,31,CL,false,true,false
Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CareCenter_0249,CareCenter_0249_address,GOLONDRINA,31,CL,false,true,false
Usera,https://wikidata.org/entity/Q953368,CareCenter_0250,CareCenter_0250_address,GUETARIA,83,CL,false,true,false
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0251,CareCenter_0251_address,SANTURCE,25,CL,false,true,false
Arganzuela,https://wikidata.org/entity/Q2000929,CareCenter_0252,CareCenter_0252_address,LAUREL,33,CL,false,false,true
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0253,CareCenter_0253_address,M-607,607,AT,true,false,false
Vicálvaro,https://wikidata.org/entity/Q589403,CareCenter_0254,CareCenter_0254_address,CONCEJAL VICTORINO GRANIZO,71,CL,false,true,false
Tetuán,https://wikidata.org/entity/Q1773540,CareCenter_0255,CareCenter_0255_address,BRAVO MURILLO,194,CL,false,true,false
Retiro,https://wikidata.org/entity/Q2002296,CareCenter_0256,CareCenter_0256_address,TELLEZ,15,CL,false,false,true
Retiro,https://wikidata.org/entity/Q2002296,CareCenter_0257,CareCenter_0257_address,TELLEZ,15,CL,false,false,true
Latina,https://wikidata.org/entity/Q794954,CareCenter_0258,CareCenter_0258_address,CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN,164,CL,false,true,false
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0259,CareCenter_0259_address,ALCALA,330,CL,false,true,false
Vicálvaro,https://wikidata.org/entity/Q589403,CareCenter_0260,CareCenter_0260_address,IGUALDAD,3,CL,false,true,false
Vicálvaro,https://wikidata.org/entity/Q589403,CareCenter_0261,CareCenter_0261_address,IGUALDAD,3,CL,false,true,false
Moratalaz,https://wikidata.org/entity/Q2076109,CareCenter_0262,CareCenter_0262_address,MARROQUINA,40,CL,false,false,true
Villaverde,https://wikidata.org/entity/Q919536,CareCenter_0263,CareCenter_0263_address,LA ALEGRIA DE LA HUERTA,10,CL,false,false,true
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0264,CareCenter_0264_address,COSTA BRAVA,36,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0265,CareCenter_0265_address,EL CALVERON,28,CM,true,false,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0266,CareCenter_0266_address,M-612,612,CR,true,false,false
San Blas-Canillejas,https://wikidata.org/entity/Q2001937,CareCenter_0267,CareCenter_0267_address,AQUITANIA,8,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0268,CareCenter_0268_address,MONASTERIO DE SILOS,51,AV,false,true,false
Villa de Vallecas,https://wikidata.org/entity/Q1947988,CareCenter_0269,CareCenter_0269_address,TORRE DE JUAN ABAD,5,CL,false,true,false
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0270,CareCenter_0270_address,JORDI SOLE TURA,21,CL,false,false,true
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0271,CareCenter_0271_address,JORDI SOLE TURA,21,CL,false,false,true
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0272,CareCenter_0272_address,JORDI SOLE TURA,21,CL,false,false,true
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0273,CareCenter_0273_address,JUAN ANTONIO SAMARANCH,67,AV,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0274,CareCenter_0274_address,VALDECERBERO,4,CM,true,false,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0275,CareCenter_0275_address,VALDECERBERO,4,CM,true,false,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0276,CareCenter_0276_address,COSTA BRAVA,36,CL,false,false,true
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0277,CareCenter_0277_address,SANTO DOMINGO,4,CU,true,false,false
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0278,CareCenter_0278_address,SANTO DOMINGO,4,CU,true,false,false
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0279,CareCenter_0279_address,SANTO DOMINGO,4,CU,true,false,false
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0280,CareCenter_0280_address,ORIENTE,1,CL,false,true,false
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0281,CareCenter_0281_address,VALENCIA,20,CL,false,true,false
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0282,CareCenter_0282_address,SAN ILDEFONSO,16,CL,false,false,true
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0283,CareCenter_0283_address,SAN BARTOLOME,15,CL,false,true,false
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0284,CareCenter_0284_address,MARQUES DE VALDEIGLESIAS,5,CL,false,true,false
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0285,CareCenter_0285_address,MARQUES DE VALDEIGLESIAS,5,CL,false,true,false
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0286,CareCenter_0286_address,LARRA,21,CL,false,false,true
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0287,CareCenter_0287_address,LARRA,21,CL,false,false,true
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0288,CareCenter_0288_address,VALVERDE,48,CL,false,true,false
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0289,CareCenter_0289_address,PEZ,12,CL,false,false,true
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0290,CareCenter_0290_address,PEZ,12,CL,false,false,true
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0291,CareCenter_0291_address,SANTA ISABEL,5,CL,false,true,false
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0292,CareCenter_0292_address,SEÑORES DE LUZON,2,TR,false,true,false
Arganzuela,https://wikidata.org/entity/Q2000929,CareCenter_0293,CareCenter_0293_address,MELILLA,10,CL,false,false,true
Arganzuela,https://wikidata.org/entity/Q2000929,CareCenter_0294,CareCenter_0294_address,MELILLA,10,CL,false,false,true
Arganzuela,https://wikidata.org/entity/Q2000929,CareCenter_0295,CareCenter_0295_address,MARTIN DE VARGAS,11,CL,true,false,false
Arganzuela,https://wikidata.org/entity/Q2000929,CareCenter_0296,CareCenter_0296_address,MARTIN DE VARGAS,11,CL,true,false,false
Arganzuela,https://wikidata.org/entity/Q2000929,CareCenter_0297,CareCenter_0297_address,MARTIN DE VARGAS,34,CL,false,true,false
Arganzuela,https://wikidata.org/entity/Q2000929,CareCenter_0298,CareCenter_0298_address,EMBAJADORES,216,CL,false,false,true
Arganzuela,https://wikidata.org/entity/Q2000929,CareCenter_0299,CareCenter_0299_address,MELANCOLICOS,75,PO,false,true,false
Arganzuela,https://wikidata.org/entity/Q2000929,CareCenter_0300,CareCenter_0300_address,TOLEDO,166,CL,true,false,false
Arganzuela,https://wikidata.org/entity/Q2000929,CareCenter_0301,CareCenter_0301_address,HIERRO,4,CL,false,true,false
Arganzuela,https://wikidata.org/entity/Q2000929,CareCenter_0302,CareCenter_0302_address,NOGALES,7,CL,false,false,true
Arganzuela,https://wikidata.org/entity/Q2000929,CareCenter_0303,CareCenter_0303_address,NOGALES,7,CL,false,false,true
Retiro,https://wikidata.org/entity/Q2002296,CareCenter_0304,CareCenter_0304_address,ANDRES TORREJON,10,CL,false,false,true
Retiro,https://wikidata.org/entity/Q2002296,CareCenter_0305,CareCenter_0305_address,REINA CRISTINA,36,PO,false,true,false
Retiro,https://wikidata.org/entity/Q2002296,CareCenter_0306,CareCenter_0306_address,MEDITERRANEO,16,AV,false,false,true
Retiro,https://wikidata.org/entity/Q2002296,CareCenter_0307,CareCenter_0307_address,ABTAO,25,CL,false,false,true
Retiro,https://wikidata.org/entity/Q2002296,CareCenter_0308,CareCenter_0308_address,O'DONNELL,4,CL,false,true,false
Chamartín,https://wikidata.org/entity/Q1766348,CareCenter_0309,CareCenter_0309_address,CANILLAS,20,CL,false,true,false
Chamartín,https://wikidata.org/entity/Q1766348,CareCenter_0310,CareCenter_0310_address,PRINCIPE DE VERGARA,210,CL,false,true,false
Chamartín,https://wikidata.org/entity/Q1766348,CareCenter_0311,CareCenter_0311_address,JUAN HURTADO DE MENDOZA,15,CL,false,true,false
Chamartín,https://wikidata.org/entity/Q1766348,CareCenter_0312,CareCenter_0312_address,BURGOS,40,AV,false,true,false
Chamartín,https://wikidata.org/entity/Q1766348,CareCenter_0313,CareCenter_0313_address,TRUEBA Y FERNANDEZ,3,CL,true,false,false
Barajas,https://wikidata.org/entity/Q807230,CareCenter_0314,CareCenter_0314_address,LA RIOJA,15,CL,false,false,true
Tetuán,https://wikidata.org/entity/Q1773540,CareCenter_0315,CareCenter_0315_address,SAN AMARO,8,PZ,false,false,true
Tetuán,https://wikidata.org/entity/Q1773540,CareCenter_0316,CareCenter_0316_address,FRANCISCO MEDRANO,5,CL,false,true,false
Tetuán,https://wikidata.org/entity/Q1773540,CareCenter_0317,CareCenter_0317_address,GENERAL PINTOS,60,CL,false,true,false
Tetuán,https://wikidata.org/entity/Q1773540,CareCenter_0318,CareCenter_0318_address,GENERAL PINTOS,60,CL,false,true,false
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0319,CareCenter_0319_address,GUZMAN EL BUENO,58,CL,false,true,false
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0320,CareCenter_0320_address,DONOSO CORTES,80,CL,true,false,false
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0321,CareCenter_0321_address,ESCOSURA,19,CL,false,true,false
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0322,CareCenter_0322_address,MAGALLANES,17,CL,false,false,true
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0323,CareCenter_0323_address,VALLEHERMOSO,40,CL,false,false,true
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0324,CareCenter_0324_address,VALLEHERMOSO,40,CL,false,false,true
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0325,CareCenter_0325_address,CARDENAL CISNEROS,16,CL,true,false,false
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0326,CareCenter_0326_address,ALBURQUERQUE,19,CL,false,true,false
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0327,CareCenter_0327_address,GENERAL ALVAREZ DE CASTRO,24,CL,false,true,false
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0328,CareCenter_0328_address,GENERAL ARRANDO,9,CL,false,true,false
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0329,CareCenter_0329_address,ESPRONCEDA,16,CL,false,false,true
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0330,CareCenter_0330_address,SAN JUAN DE LA CRUZ,9,PZ,false,false,true
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0331,CareCenter_0331_address,ESPRONCEDA,19,CL,false,false,true
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0332,CareCenter_0332_address,ESPRONCEDA,19,CL,false,false,true
Latina,https://wikidata.org/entity/Q794954,CareCenter_0333,CareCenter_0333_address,LANCEROS,2,PO,false,false,true
Latina,https://wikidata.org/entity/Q794954,CareCenter_0334,CareCenter_0334_address,LANCEROS,2,PO,false,false,true
Latina,https://wikidata.org/entity/Q794954,CareCenter_0335,CareCenter_0335_address,DOÑA BERENGUELA,14,CL,false,false,true
Latina,https://wikidata.org/entity/Q794954,CareCenter_0336,CareCenter_0336_address,JUAN ANTON,23,CL,false,true,false
Latina,https://wikidata.org/entity/Q794954,CareCenter_0337,CareCenter_0337_address,MARCELINO CASTILLO,15,CL,false,false,true
Latina,https://wikidata.org/entity/Q794954,CareCenter_0338,CareCenter_0338_address,ILLESCAS,209,CL,false,true,false
Latina,https://wikidata.org/entity/Q794954,CareCenter_0339,CareCenter_0339_address,ILLESCAS,215,CL,false,true,false
Latina,https://wikidata.org/entity/Q794954,CareCenter_0340,CareCenter_0340_address,QUERO,105,CL,false,true,false
Latina,https://wikidata.org/entity/Q794954,CareCenter_0341,CareCenter_0341_address,MAQUEDA,26,CL,false,true,false
Latina,https://wikidata.org/entity/Q794954,CareCenter_0342,CareCenter_0342_address,SANTA CRISTINA,2,PZ,false,true,false
Latina,https://wikidata.org/entity/Q794954,CareCenter_0343,CareCenter_0343_address,SANTA CRISTINA,2,PZ,false,true,false
Latina,https://wikidata.org/entity/Q794954,CareCenter_0344,CareCenter_0344_address,BERLANAS,9,CL,false,false,true
Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CareCenter_0345,CareCenter_0345_address,EUROPA,25,AV,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0346,CareCenter_0346_address,LEOPOLDO ALAS CLARIN,8,CL,false,false,true
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0347,CareCenter_0347_address,ISLA DE TABARCA,38,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0348,CareCenter_0348_address,ISLA DE TABARCA,46,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0349,CareCenter_0349_address,FERMIN CABALLERO,23,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0350,CareCenter_0350_address,SANGENJO,15,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0351,CareCenter_0351_address,MONFORTE DE LEMOS,139,AV,false,false,true
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0352,CareCenter_0352_address,FINISTERRE,9,CL,false,false,true
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0353,CareCenter_0353_address,ISLA SUMATRA,1,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0354,CareCenter_0354_address,AFUERAS A VALVERDE,36,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0355,CareCenter_0355_address,RISCOS DE POLANCO,6,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0356,CareCenter_0356_address,AZOFRA,1,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0357,CareCenter_0357_address,VALDECERBERO,4,CM,true,false,false
Usera,https://wikidata.org/entity/Q953368,CareCenter_0358,CareCenter_0358_address,GRAN AVENIDA,29,CL,false,true,false
Usera,https://wikidata.org/entity/Q953368,CareCenter_0359,CareCenter_0359_address,ISABEL FORNIELES,4,CL,false,true,false
Usera,https://wikidata.org/entity/Q953368,CareCenter_0360,CareCenter_0360_address,MARCELO USERA,119,CL,false,false,true
Usera,https://wikidata.org/entity/Q953368,CareCenter_0361,CareCenter_0361_address,JESUS MONTOYA,5,CL,false,true,false
Carabanchel,https://wikidata.org/entity/Q1001991,CareCenter_0362,CareCenter_0362_address,PARADOR DEL SOL,5,CL,false,true,false
Carabanchel,https://wikidata.org/entity/Q1001991,CareCenter_0363,CareCenter_0363_address,MANZANARES,86,AV,false,false,true
Carabanchel,https://wikidata.org/entity/Q1001991,CareCenter_0364,CareCenter_0364_address,CAMINO VIEJO DE LEGANES,131,CL,false,false,true
Puente de Vallecas,https://wikidata.org/entity/Q2003054,CareCenter_0365,CareCenter_0365_address,CAZORLA,11,CL,false,true,false
Puente de Vallecas,https://wikidata.org/entity/Q2003054,CareCenter_0366,CareCenter_0366_address,SANTA CRUZ DE RETAMAR,18,CL,false,true,false
Puente de Vallecas,https://wikidata.org/entity/Q2003054,CareCenter_0367,CareCenter_0367_address,PABLO NERUDA,8,AV,false,false,true
Puente de Vallecas,https://wikidata.org/entity/Q2003054,CareCenter_0368,CareCenter_0368_address,ALTO DEL LEON,2,CL,false,false,true
Puente de Vallecas,https://wikidata.org/entity/Q2003054,CareCenter_0369,CareCenter_0369_address,ALBUFERA,19,AV,false,false,true
Puente de Vallecas,https://wikidata.org/entity/Q2003054,CareCenter_0370,CareCenter_0370_address,MOGAMBO,9,CL,false,false,true
Puente de Vallecas,https://wikidata.org/entity/Q2003054,CareCenter_0371,CareCenter_0371_address,BUENOS AIRES,19,AV,false,true,false
Villa de Vallecas,https://wikidata.org/entity/Q1947988,CareCenter_0372,CareCenter_0372_address,PUERTO DE ALAZORES,30,CL,false,true,false
Villa de Vallecas,https://wikidata.org/entity/Q1947988,CareCenter_0373,CareCenter_0373_address,SIERRA DE SABIÑAR,1,CL,false,true,false
Villa de Vallecas,https://wikidata.org/entity/Q1947988,CareCenter_0374,CareCenter_0374_address,GRAN VIA DEL SURESTE,32,AV,false,true,false
Villa de Vallecas,https://wikidata.org/entity/Q1947988,CareCenter_0375,CareCenter_0375_address,CABEZA MESADA,32,CL,false,true,false
Moratalaz,https://wikidata.org/entity/Q2076109,CareCenter_0376,CareCenter_0376_address,CORREGIDOR ALONSO DE TOBAR,3,CL,true,false,false
San Blas-Canillejas,https://wikidata.org/entity/Q2001937,CareCenter_0377,CareCenter_0377_address,DISCOBOLO,64,CL,false,true,false
San Blas-Canillejas,https://wikidata.org/entity/Q2001937,CareCenter_0378,CareCenter_0378_address,IGNACIO GARCIA,2,CL,false,false,true
San Blas-Canillejas,https://wikidata.org/entity/Q2001937,CareCenter_0379,CareCenter_0379_address,FERNANDO VII,3,CL,false,true,false
San Blas-Canillejas,https://wikidata.org/entity/Q2001937,CareCenter_0380,CareCenter_0380_address,ELBA,15,CL,false,true,false
San Blas-Canillejas,https://wikidata.org/entity/Q2001937,CareCenter_0381,CareCenter_0381_address,ARRASTARIA,23,CL,false,true,false
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0382,CareCenter_0382_address,CANILLAS,116,CR,false,true,false
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0383,CareCenter_0383_address,ALCORISA,57,CL,false,false,true
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0384,CareCenter_0384_address,ALCORISA,57,CL,true,false,false
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0385,CareCenter_0385_address,LOPEZ DE HOYOS,363,CL,false,false,true
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0386,CareCenter_0386_address,SANTA VIRGILIA,33,CL,false,true,false
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0387,CareCenter_0387_address,VELEZ RUBIO,20,CL,false,true,false
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0388,CareCenter_0388_address,EL ALGABEÑO,57,CL,false,true,false
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0389,CareCenter_0389_address,EL ALGABEÑO,115,CL,false,true,false
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0390,CareCenter_0390_address,EL ALGABEÑO,117,CL,false,true,false
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0391,CareCenter_0391_address,PURCHENA,71,CL,false,false,true
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0392,CareCenter_0392_address,PRINCESA DE EBOLI,22,CL,false,true,false
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0393,CareCenter_0393_address,LOS EMIGRANTES,2,CL,false,true,false
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0394,CareCenter_0394_address,TANTALIS,10,CL,false,true,false
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0395,CareCenter_0395_address,ARROYO DE VALDEBEBAS,13,CM,true,false,false
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0396,CareCenter_0396_address,GUTIERRE DE CETINA,19,CL,false,true,false
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0397,CareCenter_0397_address,EZEQUIEL SOLANA,82,CL,false,true,false
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0398,CareCenter_0398_address,PAREDES DE NAVA,30,CL,true,false,false
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0399,CareCenter_0399_address,RIO ULLA,15,CL,false,true,false
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0400,CareCenter_0400_address,VIRGEN DE LLUC,8,CL,false,true,false
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0401,CareCenter_0401_address,ESTEBAN MORA,41,CL,false,false,true
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0402,CareCenter_0402_address,CARLOTA O'NEILL,1,CL,false,false,true
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0403,CareCenter_0403_address,DULZAINA,4,CL,false,false,true
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0404,CareCenter_0404_address,HERMANOS GARCIA NOBLEJAS,192,CL,false,true,false
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0405,CareCenter_0405_address,TORRELAGUNA,7,CL,false,false,true
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0406,CareCenter_0406_address,ALCALA,412,CL,false,true,false
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0407,CareCenter_0407_address,ALCALA,412,CL,false,false,true
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0408,CareCenter_0408_address,TORIJA,8,CL,true,false,false
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0409,CareCenter_0409_address,ZURITA,21,CL,true,false,false
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0410,CareCenter_0410_address,CEDACEROS,5,CL,false,true,false
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0411,CareCenter_0411_address,CEDACEROS,5,CL,false,true,false
Centro,https://wikidata.org/entity/Q1763376,CareCenter_0412,CareCenter_0412_address,MARQUES DE SANTA ANA,30,CL,false,false,true
Arganzuela,https://wikidata.org/entity/Q2000929,CareCenter_0413,CareCenter_0413_address,CHOPERA,3,PO,false,true,false
Arganzuela,https://wikidata.org/entity/Q2000929,CareCenter_0414,CareCenter_0414_address,EMBAJADORES,136,CL,false,true,false
Retiro,https://wikidata.org/entity/Q2002296,CareCenter_0415,CareCenter_0415_address,REINA CRISTINA,18,PO,false,true,false
